Código;Descripción;Ref.prov;Prov.;Costo;Venta;Stock();Margen;Real
;BLOSSOM BLASTER 300 GRS;GROTEK-20;2;70,82;150;0;0;75,05
;MONSTER GROW 500 GR GROTEK;GROTEK-21;2;19,57;42;0;0;77,36
;CAL MAX 4 L;GROTEK-22;6;25,16;46;-1;0;66,22
;BLOOM FUEL 10 L GROTEK;GROTEK-23;6;85,48;140;0;0;48,89
;VITAMAX PLUS 10 L GROTEK;GROTEK-24;6;89,44;145;0;0;47,38
;BLOSSOM BLASTER 20 GRS;GROTEK-25;2;7,27;14;-2;0;59,15
;HEAVY BLOOM 4 L GROTEK;GROTEK-26;2;45,82;90;0;0;78,57
;HEAVY BLOOM 10 L GROTEK;GROTEK-27;2;127,82;220;0;0;56,47
;SOLO-TEK BLOOM 10 L;GROTEK-28;6;88,37;155;0;0;59,45
;BLACK PEARL 1,5 KG;GROTEK-29;6;31,19;60,01;0;0;74,9
;MONSTER BLOOM 2,5 KG;GROTEK-30;2;90;160;0;0;46,92
;CLONEX 50 ML;GROWTH TECH-01;2;4,18;9;-3;0;95,69
;CLONEX 250 ML;GROWTH TECH-02;2;10,89;22;0;0;83,65
;GUANOKALONG POLVO 1 KG;GUANOKALONG-01;2;6,66;13;0;0;61,26
;GUANOKALONG POLVO 5 KG;GUANOKALONG-02;2;20,35;35;0;0;56,36
;GUANOKALONG LIQUIDO 1 L;GUANOKALONG-03;2;6,66;13;0;0;61,26
;GUANOKALONG LIQUIDO 5 L;GUANOKALONG-04;2;19,25;35;0;0;65,3
;GUANOKALONG POLVO 3 KG;GUANOKALONG-05;2;13,86;25;0;0;64
;FISH 5 L POLVO;GUANOKALONG-06;6;23,41;46;0;0;78,64
;COTTON SEED 5 L POLVO;GUANOKALONG-07;6;17,96;35;0;0;77,17
;PALM TREE ASH 5 L;GUANOKALONG-08;6;17,96;35;0;0;77,17
;SEAWEED 5 L POLVO;GUANOKALONG-09;6;17,96;35;0;0;77,17
;GUANOKALONG LIQUIDO 5 L CRECIMIENTO;GUANOKALONG-10;2;27,78;55;0;0;79,99
;GUANOKALONG LIQUIDO 5 L FLORACION;GUANOKALONG-11;2;27,78;55;0;0;79,99
;GUANOKALONG SUSTRATO 45 L;GUANOKALONG-12;6;9,11;17;0;0;69,59
;PALA GARDEN SCOOP;HERRAMIENT-04;6;1,29;2;0;0;27,91
;GUANTES DE LATEX M;HERRAMIENTA-01;1;0,29;0;0;0;-100
;MASCARILLA DE PROTECCION;HERRAMIENTA-02;1;6,66;13;0;0;61,26
;GRIFO DOSIFICADOR;HERRAMIENTA-03;2;3,35;8;0;0;97,31
;MASCARILLA Y GAFAS PROTECCION;HERRAMIENTA-04;2;4,72;9;0;0;57,63
;HESI HYDRO CRECIMIENTO 1 L;HESI-01;2;5,08;9,99;0;0;62,6
;HESI HYDRO FLORACION 1 L;HESI-02;2;5,08;9,99;0;0;62,6
;HESI COMPLEJO DE FLORACION 1 L;HESI-03;2;5,25;12;-1;0;88,95
;HESI COMPLEJO TNT CRECIMIENTO 1 L;HESI-04;2;5,25;12;0;0;88,95
;HESI COMPLEJO RADICULAR 1 L;HESI-05;2;13,35;30;0;0;85,69
;FOSFORO PLUS  1 L HESI;HESI-06;2;4,2;9,99;-4;0;96,67
;PH + 1 L;HESI-07;2;5,51;9,99;0;0;49,91
;SUPER VIT 10 ML;HESI-08;2;6,29;12;-2;0;57,71
;SUPER VIT 50 ML;HESI-09;2;12,7;29;0;0;88,74
;SUPER VIT 100 ML;HESI-10;2;18,2;40;0;0;81,65
;SUPER VIT 500 ML;HESI-11;2;83,27;150;0;0;63,76
;PK 13-14 1 L HESI;HESI-12;2;5,6;13;-1;0;91,79
;POWER ZYME 1 L HESI;HESI-13;2;6,6;15;0;0;87,88
;PH -  1 L FLORACION HESI;HESI-14;2;6,29;12;0;0;57,71
;HESI COMPLEJO RADICULAR 500 ML;HESI-15;2;10,04;19;0;0;56,37
;COCO 1 L HESI;HESI-16;2;5,75;11;0;0;58,09
;CLON-FIX 50 ML;HESI-17;2;6,05;12;0;0;63,97
;HESI COMPLEJO TNT CRECIMIENTO 5 L;HESI-18;2;13,9;28;-1;0;83,09
;COCO 20 L HESI;HESI-19;2;39,99;72;0;0;63,67
;POWER ZYME 5 L HESI;HESI-20;2;26,45;52;-3;0;78,71
;COCO 5 L HESI;HESI-21;2;12,7;24;0;0;71,81
;HESI COMPLEJO DE FLORACION 5 L;HESI-22;2;13,9;30;0;0;96,19
;HESI COMPLEJO DE FLORACION 20 L;HESI-23;2;39,4;80;-1;0;84,59
;HESI COMPLEJO TNT CRECIMIENTO 20 L;HESI-24;2;43,34;80;0;0;67,81
;FOSFORO PLUS 20 L HESI;HESI-25;2;34,35;70;0;0;85,27
;HESI COMPLEJO RADICULAR 10  L;HESI-26;2;81,4;144;0;0;60,82
;HESI COMPLEJO RADICULAR 2,5  L;HESI-27;2;30,03;54;0;0;63,47
;HESI COMPLEJO RADICULAR 20  L;HESI-28;2;144,38;250;0;0;57,41
;FOSFORO PLUS 5 L HESI;HESI-29;2;11,15;23;-1;0;87,53
;PK 13-14 5 L HESI;HESI-30;2;21,25;44;0;0;88,24
;PK 13-14 20 L HESI;HESI-31;2;74,75;138;0;0;67,83
;POWER ZYME 2,5 L HESI;HESI-32;2;16,39;30;0;0;66,38
;HESI HYDRO CRECIMIENTO 5 L;HESI-33;2;11,39;22;0;0;75,59
;HESI HYDRO FLORACION 5 L;HESI-34;2;11,39;22;0;0;75,59
;HESI COMPLEJO RADICULAR 5 L;HESI-35;2;44,85;85;0;0;72,29
;ORIGINAL HAZExSKUNK 11 UNID. REGULARES;HIGHQUALITY-01;1;9,65;19;0;0;78,96
;SOUTH INDIAxSKUNK 11 UNID. REGULARES;HIGHQUALITY-02;1;9,65;19;0;0;78,96
;SUPER THAIxSKUNK 11 UNID. REGULARES;HIGHQUALITY-03;1;9,65;19;0;0;78,96
;SWAZIxSKUNK 11 UNID. REGULARES;HIGHQUALITY-04;1;9,65;19;0;0;78,96
;AFGHANI HINDU KUSH 11 UNID. REGULARES;HIGHQUALITY-05;1;11,97;24;0;0;82,29
;CALIFORNIA ORANGE SKUNK 11 UNID. REGULARES;HIGHQUALITY-06;1;11,97;24;0;0;82,29
;FOUR WAY SPECIALS 11 UNID. REGULARES;HIGHQUALITY-07;1;11,97;24;0;0;82,29
;HIGHWAY DELIGHT 11 UNID. REGULARES;HIGHQUALITY-08;1;11,97;24;0;0;82,29
;HAWAIIAN MW SKUNK 11 UNID. REGULARES;HIGHQUALITY-09;1;11,97;24;0;0;82,29
;DURBAN POISONxSKUNK 11 UNID. REGULARES;HIGHQUALITY-10;1;11,97;24;0;0;82,29
;NORTHERN LIGHTS 11 UNID. REGULARES;HIGHQUALITY-11;1;14,3;29;0;0;84,34
;PURPLE TOPS 11 UNID. REGULARES;HIGHQUALITY-12;1;14,3;29;0;0;84,34
;SKUNK 3xA2 11 UNID. REGULARES;HIGHQUALITY-13;1;14,3;29;0;0;84,34
;BIG BUD SKUNK 11 UNID. REGULARES;HIGHQUALITY-14;1;14,3;29;0;0;84,34
;BOB MARLEY'S BEST 11 UNID. REGULARES;HIGHQUALITY-15;1;14,3;29;0;0;84,34
;DURBAN POISON SPECIAL 11 UNID. REGULARES;HIGHQUALITY-16;1;16,5;34;0;0;87,33
;OUTSIDER 11 UNID. REGULARES;HIGHQUALITY-17;1;16,5;34;0;0;87,33
;GHANDI 11 UNID. REGULARES;HIGHQUALITY-18;1;16,5;34;0;0;87,33
;WHITE ROSE 11 UNID. REGULARES;HIGHQUALITY-19;1;16,5;34;0;0;87,33
;EARLY GIRL 11 UNID. REGULARES;HIGHQUALITY-20;1;19,8;39;0;0;79,04
;WHITE WIDOW 11 UNID. REGULARES;HIGHQUALITY-21;1;19,8;39;0;0;79,04
;TOP BOOSTER 500 ML H&G;HOUSE & GA.-01;6;5,26;10;0;0;72,81
;DEUCE DEUCE 946 ML (32oz);HUMBOLDT-01;2;12,1;22;0;0;50,25
;BIG UP POWDER 227 GR (8oz);HUMBOLDT-02;2;18,15;32;0;0;45,73
;BLOOM NATURAL 946 ML (32oz);HUMBOLDT-03;2;15,92;28;0;0;45,35
;FLAVOR-FUL 946 ML;HUMBOLDT-04;2;10,62;20;0;0;55,65
;GROW NATURAL 946 ML;HUMBOLDT-05;2;15,92;28;0;0;45,35
;HONEY ORGANIC ES 3785 ML (1GAL);HUMBOLDT-06;2;44,6;80,01;0;0;48,25
;DEUCE DEUCE 473 ML;HUMBOLDT-07;2;6,96;13;0;0;54,31
;MAYAN MICROZYME 473 ML (16oz);HUMBOLDT-09;2;33,27;59;0;0;46,56
;ROOTS 125 ML;HUMBOLDT-10;2;25,41;45;0;0;46,36
;WHITE WIDOW 113 GR;HUMBOLDT-11;2;33,43;58;0;0;43,37
;MYCO MAXIMUM 227 GR;HUMBOLDT-12;2;18,15;33;0;0;50,25
;VERDE 473 ML;HUMBOLDT-13;2;7,82;15;0;0;58,57
;PROZYME 473 ML;HUMBOLDT-14;2;13,91;25;0;0;48,53
;HUM-BOLT HUMIC 946 ML;HUMBOLDT-15;2;10,62;20;0;0;55,65
;PROZYME 946 ML (32oz);HUMBOLDT-16;2;24,2;42;0;0;43,43
;FLAVOR-FUL 476 ML;HUMBOLDT-17;2;6,1;12;0;0;62,62
;VERDE 946 ML;HUMBOLDT-18;2;13,61;25;0;0;51,8
;SEA-CAL 473 ML (16oz);HUMBOLDT-19;2;11,8;22;0;0;54,07
;SEA-MAG 473 ML (16oz);HUMBOLDT-20;2;8,35;16;0;0;58,32
;HYDRO DEUCE 472 ML (16oz);HUMBOLDT-21;2;7,64;15;0;0;62,3
;GINORMOUS 946 ML (32oz);HUMBOLDT-22;2;18,15;33;0;0;50,25
;BIG UP POWDER 57 GR (2oz);HUMBOLDT-23;2;5,99;11;0;0;51,75
;HONEY ORGANIC ES 1 L (32oz);HUMBOLDT-24;2;14,16;26;0;0;51,77
;MYCO MADNESS 113 GR;HUMBOLDT-25;2;15,73;29;0;0;52,38
;WHITE WIDOW 57 GR (2oz);HUMBOLDT-26;2;19,06;34;0;0;47,43
;MASTER A+B 946 ML (32oz);HUMBOLDT-27;2;24,2;42;0;0;43,43
;HONEY HYDRO CARBS 946 ML (32oz);HUMBOLDT-28;2;7,79;15;0;0;59,18
;MASTER A+B 3785 ML (1GAL);HUMBOLDT-29;2;71,34;110;0;0;27,43
;SEA-MAG 946 ML (32oz);HUMBOLDT-30;2;14,52;27;0;0;53,65
;MYCO MADNESS 227 GR (8oz);HUMBOLDT-31;2;30,25;54,99;0;0;50,25
;SEA-CAL 946 ML (32oz);HUMBOLDT-32;2;20,57;39;0;0;56,68
;HYDRO DEUCE 946 ML (32oz);HUMBOLDT-33;2;13,27;25;0;0;55,69
;MYCO MAXIMUM 454 GR (1lb);HUMBOLDT-34;2;30,25;52,01;0;0;42,08
;HONEY ORGANIC ES 473 ML (16oz);HUMBOLDT-35;2;8,11;16;0;0;63,01
;PROZYME 3785 ML (1GAL);HUMBOLDT-36;2;84,7;130;0;0;26,85
;BIG UP POWDER 113 GR;HUMBOLDT-37;2;10,44;20;0;0;58,33
;GINORMOUS 3785 ML (1GAL);HUMBOLDT-38;2;60,5;105;0;0;43,44
;HONEY HYDRO CARBS 3785 ML (1GAL);HUMBOLDT-39;2;26,18;50;0;0;57,83
;HUMIDIFICADOR 2,6 L  25 W;HUMIDIFICA-02;2;33,88;62;0;0;51,24
;HUMIDIFICADOR ULTRASONICO 5 MENBRANAS;HUMIDIFICA-03;2;73,51;132;0;0;48,4
;HUMIDIFICADOR DIGITAL HONEYWELL BH-860E;HUMIDIFICA-04;6;92,54;135;0;0;20,56
;HUMIDIFICADOR MINI VDL;HUMIDIFICA-05;6;18,09;35,01;0;0;59,92
;VALVULA PARA HUMIDIFICADOR;HUMIDIFICA-08;2;1,09;2;0;0;51,38
;HUMIDIFICADOR 4 L PURE FACTORY;HUMIDIFICA-09;2;27,71;54,99;0;0;64,02
;HUMIDIFICADOR 8 L PURE FACTORY;HUMIDIFICA-10;2;25,9;60;-1;0;91,47
;HUMUS DE LOMBRIZ 2 KG RIDELLA;HUMUS-01;2;1,25;3;-3;0;118,4
;HUMUS DE LOMBRIZ 10 KG RIDELLA;HUMUS-02;2;3,7;8;0;0;96,49
;HUMUS DE LOMBRIZ 20 KG RIDELLA;HUMUS-03;2;7,04;13;0;0;67,9
;HYGROZYME 1 L;HYGROZYME-01;1;27,95;46;0;0;36,03
;TERRA 5 L HY-PRO;HY-PRO-01;2;21,5;40;0;0;69,12
;PROLIGHTS;ILUMINACION-01;1;30,85;54,99;0;0;47,33
;KIT AGROLITE UFO 54 W;ILUMINACION-02;1;21,78;42;0;0;59,37
;GREEN EYE PINGANILLO;ILUMINACION-03;6;13,92;25;0;0;48,42
;DASKOR 30 ML;INSECTICIDA-01;15;2,86;10;-7;0;217,83
;EXCELPROT-CONTROL 100 ML;INSECTICIDA-02;16;13,78;25;-1;0;64,95
;ACEITE DE NEEM 100 ML (TIGER NEEM);INSECTICIDA-03;2;6,24;12;0;0;58,97
;PHYTOPROT MILDIU 100 ML;INSECTICIDA-04;2;6,5;14;0;0;95,85
;CINTAS TRAMPAS ADHESIVAS AMARILLAS (10-UNID.);INSECTICIDA-06;6;8,25;18;-3;0;98,3
;ATOMINAL 10 CC;INSECTICIDA-09;15;3,12;10;-1;0;191,35
;OIDIOPROT 50 GR;INSECTICIDA-10;16;4,95;9;0;0;65,25
;DANTOP CAJA 5 SOBRES 2,5 gr;INSECTICIDA-11;15;7,7;20;0;0;136,1
;ROMECTIN 15 ML;INSECTICIDA-12;15;2,86;10;-12;0;217,83
;ANTIOIDIO 10 C.C.;INSECTICIDA-13;15;1,98;10;-7;0;359,09
;DACONIL 30 CC;INSECTICIDA-14;15;2,09;10;0;0;334,93
;DACONIL 250 CC;INSECTICIDA-15;15;6,27;20;0;0;189,95
;MILBEKNOK 20 CC;INSECTICIDA-16;15;3,85;10;-4;0;136,1
;BACTUR 10 G;INSECTICIDA-17;15;2,37;6;0;0;129,96
;PELITRE HORT 30 CC;INSECTICIDA-18;15;4,4;10;0;0;106,59
;PRONEEM TORTA DE NEEM 450 GR;INSECTICIDA-19;2;5,67;11;0;0;60,32
;CINNAPROT 30 ML;INSECTICIDA-20;16;3,52;10;0;0;158,24
;BOTRYPROT 30 ML;INSECTICIDA-21;16;4,18;10;0;0;117,46
;PHYTOPROT MILDIU 30 ML;INSECTICIDA-22;2;3,75;9;0;0;118,13
;OIDIOPROT 100 GR;INSECTICIDA-23;2;7,5;15;0;0;81,87
;COPPERPROT 100 ML;INSECTICIDA-24;16;7,7;15;0;0;77,14
;MESSENGER BLISTER 1GR;INSECTICIDA-25;2;4,9;10;0;0;85,51
;BIOFUME GREENHOUSE FUMIGATOR;INSECTICIDA-26;6;5,66;10;0;0;60,6
;INSECTICIDA DE SUELO 1 KG SIPCAM;INSECTICIDA-27;6;5,93;11;0;0;68,63
;JABON POTASICO 250 ML MASSO;INSECTICIDA-28;15;4,34;9;0;0;88,48
;JABON POTASICO 1 L MASSO;INSECTICIDA-29;15;6,82;13;0;0;73,31
;PROPAGADOR PEQUEÐO 39x24x19,50 CM CON MANTA ELECTR;INVERNADERO-01;2;29,65;54,99;0;0;53,29
;PROPAGADOR GRANDE 52x42x24 CM CON MANTA ELECTRICA;INVERNADERO-02;2;45,86;80,01;0;0;44,18
;PROPAGADOR PEQUEÐO HGA 43;INVERNADERO-03;2;6,53;13;0;0;64,47
;PROPAGADOR GRANDE HGA 64 NEGRO;INVERNADERO-04;2;14,4;28;0;0;60,69
;FORMULEX 1 L;IONIC-01;6;4,96;9;0;0;50
;IONIZADOR FRANK 30 M2;IONIZADOR-01;2;72,48;129;0;0;47,09
;JYFFYS 38-41 MM;JYFFYS-01;2;0,05;0,2;-1.000,00;0;260
;JYFFYS 30-33 MM;JYFFYS-02;2;0,03;0,15;-850;0;366,67
;JYFFYS 24 MM;JYFFYS-03;2;0,03;0,1;-2.000,00;0;200
;MATARO BLUE AUTOMATICA 5 UNID.;KANNABIA-01;2;14,85;29;0;0;77,51
;LA BLANCA 5 UNID. FEMINIZADAS;KANNABIA-02;2;14,85;29;0;0;77,51
;LA BLANCA 10 UNID. FEMINIZADAS;KANNABIA-03;2;30,25;54,99;0;0;50,25
;BCN DIESEL 5 UNID. FEMINIZADAS;KANNABIA-04;2;15,13;29;0;0;58,43
;MATARO BLUE 5 UNID. FEMINIZADAS;KANNABIA-05;2;15,13;29;-1;0;58,43
;BIG BANG 10 UNID. FEMINIZADAS;KANNABIA-06;2;27,22;54,99;-1;0;66,97
;MANGO 10 UNID. FEMINIZADAS;KC BRAINS-01;1;7,13;15;0;0;91,3
;AFGHANI SPECIAL 10 UNID. REGULARES;KC BRAINS-02;1;6,6;12;0;0;65,3
;BAHIA BLACK HEAD 10 UNID. REGULARES;KC BRAINS-03;1;6,6;12;0;0;65,3
;BRAINS CHOICE 10 UNID. REGULARES;KC BRAINS-04;1;6,6;12;0;0;65,3
;BRAINS DAMAGE 10 UNID. REGULARES;KC BRAINS-05;1;6,6;12;0;0;65,3
;BRAINS ESCAPE 10 UNID. REGULARES;KC BRAINS-06;1;6,6;12;0;0;65,3
;BRASIL 10 UNID. REGULARES;KC BRAINS-07;1;6,6;12;0;0;65,3
;CALIFORNIA SPECIAL 10 UNID. REGULARES;KC BRAINS-08;1;6,6;12;0;0;65,3
;CRISTAL LIMIT 10 UNID. REGULARES;KC BRAINS-09;1;6,6;12;0;0;65,3
;CRISTAL PARADISE 1O UNID. REGULARES;KC BRAINS-10;1;6,6;12;0;0;65,3
;CYBER  CRISTAL 10 UNID. REGULAR;KC BRAINS-11;1;6,6;12;0;0;65,3
;DOUBLE D 10 UNID. REGULARES;KC BRAINS-12;2;6,6;12;0;0;65,3
;HAZE SPECIAL 10 UNID. REGULARES;KC BRAINS-13;1;6,6;12;0;0;65,3
;K.C. 33  10 UNID. REGULARES;KC BRAINS-14;1;6,6;12;0;0;65,3
;K.C. 36  10 UNID. REGULARES;KC BRAINS-15;1;6,6;12;0;0;65,3
;K.C. 39  10 UNID. REGULARES;KC BRAINS-16;1;6,6;12;0;0;65,3
;K.C. 42  10 UNID. REGULARES;KC BRAINS-17;1;6,6;12;0;0;65,3
;LEDA UNO 10 UNID. REGULARES;KC BRAINS-18;1;6,6;12;0;0;65,3
;MANGO 10 UNID. REGULARES;KC BRAINS-19;1;6,6;12;0;0;65,3
;MIND BENDER 10 UNID. REGULARES;KC BRAINS-20;1;6,6;12;0;0;65,3
;NORTHERN LIGHT SPECIAL 10 UNID. REGULARES;KC BRAINS-21;1;6,6;12;0;0;65,3
;SPONTANICA 10 UNID. REGULARES;KC BRAINS-22;1;6,6;12;0;0;65,3
;SWEET DREAMS 10 UNID. REGULAR;KC BRAINS-23;1;6,6;12;0;0;65,3
;SWISS XT 10 UNID. REGULARES;KC BRAINS-24;1;6,6;12;0;0;65,3
;T.N.R. 10 UNID. REGULARES;KC BRAINS-25;1;6,6;12;0;0;65,3
;WHITE K.C. 10 UNID. REGULARES;KC BRAINS-26;1;6,6;12;0;0;65,3
;MAKO HAZE 10 UNID. REGULARES;KIWI SEEDS-01;2;31,35;60,01;0;0;74
;G13 x AMNESIA 10 UNID. REGULARES;KIWI SEEDS-02;2;36,85;72;0;0;77,61
;CUBE LOMBRICES, LARVAS, HUEVOS) 4 L KKCUC;KKCUC-01;2;13,86;25;0;0;64
;KLEANER 30 ML LIMPIADOR BUCAL;KLEANER-01;2;6,9;16;-10;0;91,59
;CUBO 40x40 MM;LANA ROCA-01;2;0,05;0,25;-450;0;320
;CUBO 150x150x135 MM BIG BLOCK CUTILINE;LANA ROCA-03;2;0,99;2;0;0;66,67
;SLAB LANA DE ROCA 1 M  ATAMI;LANA ROCA-04;2;2,52;5;0;0;63,89
;SLAB LANA DE ROCA 1 M CUTILINE;LANA ROCA-05;2;2,41;5;0;0;71,37
;CUBO 100x100x65 MM CON AGUJERO GRANDE;LANA ROCA-06;2;0,21;0,5;-50;0;95,24
;CUBO 75x75x65 MM CON AGUJERO GRANDE CUTILINE;LANA ROCA-07;2;0,16;0,35;0;0;81,25
;CUBO 75x75x65 MM CON AGUJERO PEQUEÑO CUTILINE;LANA ROCA-08;2;0,15;0,35;0;0;93,33
;LATA REDONDA METALICA MARCAS;LATA-01;1;2,39;5;0;0;72,8
;LATA REDONDA METALICA SPLIFF CLICK  PEQUEÐA;LATA-02;1;0,94;2;0;0;75,53
;LATA CUADRADA METALICA GRANDE SPLIFF NEGRA;LATA-03;1;1,21;5;0;0;241,32
;LATA REDONDA METALICA INFINITY;LATA-04;8;1,85;5,01;0;0;145,95
;LATA  GREENKLACBOX;LATA-05;2;5,81;11;0;0;56,45
;LAVADORA SECRET ICER PEQUEÑA (SECRET ICE 2 MALLAS);LAVADORA-01;2;78,65;140;0;0;47,11
;LAVADORA BUBBLEXTRACTOR GRANDE;LAVADORA-02;6;78;165;-1;0;74,82
;MAQUINA DE LIAR PEQUEÐA;LIADORA-01;1;1,09;3;0;0;127,52
;EL EMPERADOR ESTA DESNUDO;LIBROS-02;1;5,82;11;0;0;81,79
;LA BIBLIA DE JORGE CERVANTES;LIBROS-03;2;21,81;29;0;0;27,83
;I LOVE IT;LIBROS-04;1;7,54;15;0;0;91,25
;KIT;LIBROS-05;1;11;21;0;0;73,55
;PHARMACOPHILIA;LIBROS-06;1;7,98;15;0;0;70,93
;CANNABIS SATIVA L;LIBROS-07;2;23,1;30;0;0;18,05
;KETAMINA;LIBROS-08;1;8,25;16,01;0;0;76,36
;MARIJUANA;LIBROS-09;1;9,35;18;0;0;74,97
;FUNDAMENTOS DE CULTIVO: GUIA FACIL JORGE CERVANTES;LIBROS-10;6;17,06;24;0;0;35,29
;MR NICE (HOWARD MARKS);LIBROS-11;2;13,1;18;0;0;32,14
;LIQUIDO CLEANER GRINDER 50 ML;LIMPIADOR-02;1;1,91;4,01;0;0;73,3
;LIQUIDO CLEANER BONG 100 ML;LIMPIADOR-03;1;2,4;5;0;0;72,08
;ORIUS LAEVIGATUS 500 EJEMPLARES (THRIPOR);LUCHA BIO-01;6;31,2;69;0;0;101,06
;SWIRSKIMITE SOBRE;LUCHA BIO-02;6;1,56;3;0;0;75
;SPICAL 5000 (AMBLYSEIS CALIFORNICUS);LUCHA BIO-03;6;38,28;60,01;0;0;42,5
;MICROSCOPIO LED UFO USB 1,3 MPX;LUPA-01;6;70,78;125,01;0;0;45,96
;MICROSCOPIO 60x 100x;LUPA-02;2;10,77;20;0;0;53,48
;MICROSCOPIO 420 SCOPE X 100;LUPA-03;2;15,73;30;0;0;57,6
;LUXOMETRO LX1330B PURE FACTORY;LUXOMETRO-01;2;59,9;105;0;0;44,87
;MACETA NEGRA CUADRADA 0,26 L;MACETA-01;2;0,04;0;-500;0;-100
;MACETA NEGRA CUADRADA 0,7 L;MACETA-02;2;0,2;0;0;0;-100
;MACETA NEGRA CUADRADA 1,65 L;MACETA-03;2;0,27;0;0;0;-100
;MACETA NEGRA CUADRADA 3,25 L (15x15x20);MACETA-05;2;0,37;1;0;0;124,32
;MACETA NEGRA CUADRADA 5,5 L (18x18x25,5);MACETA-07;2;0,64;1;0;0;29,69
;MACETA NEGRA CUADRADA 7 L (20x20x27,5);MACETA-08;2;0,65;2;0;0;153,85
;MACETA NEGRA CUADRADA 11 L (23x23x27,5);MACETA-09;2;1,17;2;-6;0;41,03
;MACETA NEGRA CUADRADA 18 L (26x26x40);MACETA-10;2;2,32;4,01;0;0;42,67
;MACETA BLANCA REDONDA 5,8 L;MACETA-11;1;0,82;2;0;0;101,22
;MACETA BLANCA REDONDA 7,5 L;MACETA-12;1;0,94;2;0;0;75,53
;MACETA BLANCA REDONDA 10 L (25x23);MACETA-13;2;1,33;3;0;0;86,47
;MACETA BLANCA REDONDA 17 L (30x30);MACETA-14;2;2,06;4,01;0;0;60,68
;MACETA BLANCA REDONDA 27 L (35x35);MACETA-15;2;2,29;7,01;0;0;152,84
;MACETA BLANCA REDONDA 40 L CON ASAS;MACETA-16;2;3,86;8;0;0;71,24
;MACETA CUBETA BLANCA REDONDA 50 L CON ASAS;MACETA-17;2;4,72;9,99;0;0;75
;MACETA BLANCA CUADRADA 3,25 L (15x15x);MACETA-18;2;0,55;1;0;0;50,91
;MACETA BLANCA CUADRADA 5,5 L (18x18x25,5);MACETA-19;2;0,53;1,5;0;0;133,96
;MACETA BLANCA CUADRADA 7 L (20x20x27,5);MACETA-20;2;0,54;2;0;0;205,56
;MACETA NEGRA REDONDA 90 L;MACETA-21;1;6,21;12;0;0;59,74
;MACETA POLIESTIRENO 27 L BLANCA;MACETA-22;6;3,15;6;0;0;57,46
;"MACETA NEGRA REJILLA 5,5 CM (2"")";MACETA-23;2;0,06;0;0;0;-100
;"MACETA NEGRA REJILLA 7,5 CM (3"")";MACETA-24;2;0,19;0;0;0;-100
;"MACETA NEGRA REJILLA 15 CM (6"")";MACETA-25;2;2,28;4,01;0;0;45,18
;BOLSA CULTIVO 22x35 CM  4 L (100 UNID.);MACETA-26;6;11,76;22;0;0;54,59
;BOLSA CULTIVO 28x30 CM  6 L (100 UNID.);MACETA-27;6;15,53;29;0;0;54,35
;BOLSA CULTIVO 30x35 CM 7,5 L (100 UNID.);MACETA-28;6;16,92;32;0;0;56,32
;BOLSA CULTIVO 30x40 CM 9 L (100 UNID.);MACETA-29;6;18,15;36;0;0;63,91
;MACETA WOODEE 8 CM (16UNID.) CARTON;MACETA-30;2;2,3;4,01;0;0;43,91
;MACETA WOODEE 5x5 CM (36UNID.) CARTON;MACETA-31;2;2,3;4,01;0;0;43,91
;SMART POT 3,8 L (1GAL);MACETA-32;2;2,63;5;0;0;57,03
;SMART POT 7,6 L (2GAL);MACETA-33;2;2,97;5;0;0;39,06
;SMART POT 19,3 L (5GAL);MACETA-34;2;4,72;8;0;0;40,04
;SMART POT 60 L (15GAL);MACETA-35;2;7,87;14;0;0;47,01
;SMART POT 26 L (7GAL);MACETA-36;2;5,44;9,99;0;0;51,84
;SMART POT 237 (65GAL);MACETA-37;2;17,79;32;0;0;48,68
;SMART POT 75 L (20GAL);MACETA-38;2;7,95;17;0;0;76,73
;PLATO CUADRADO NEGRO 18/20  1-UNID.;MACETA-45;2;0,34;0;0;0;-100
;SUPER AUTO SKUNK 3 UNID. FEMINIZADAS;MAKKA SEEDS-01;2;11,88;22;0;0;68,35
;MALLAS 2x SECRET ICER;MALLAS-02;1;18,51;50;0;0;123,23
;MALLAS 3x SECRET ICER;MALLAS-03;2;30,25;65;0;0;77,59
;MALLAS 5x SECRET ICER;MALLAS-04;2;47,19;85;0;0;48,87
;BUBBLEBAGS 4 MALLAS 4,5 L;MALLAS-07;6;68,97;110;0;0;31,81
;BUBBLEBAGS 4 MALLAS 19 L;MALLAS-08;6;127,05;198;0;0;28,8
;BUBBLEBAGS 8 MALLAS 19 L;MALLAS-09;6;232,32;370,01;0;0;31,62
;BUBBLEBAGS 8 MALLAS 90 L;MALLAS-10;6;471,9;700;0;0;22,59
;BUBBLEBAGS 4 MALLAS 90 L;MALLAS-11;6;326,7;520;0;0;31,54
;MALLA SUELTA PIRAMIDAL PARA LAVADORA;MALLAS-13;6;7,26;14;0;0;59,37
;BOLSA CILINDRICA PARA BUBBLEATOR PEQUEÑA;MALLAS-14;2;24,4;54,99;-1;0;86,27
;BOLSA CILINDRICA PARA BUBBLEATOR XL;MALLAS-15;2;42,95;95;0;0;82,79
;MALLAS KIT 3 BOLSAS EXTRACTORAS PURE FACTORY (220,;MALLAS-16;2;30,25;60;-3;0;63,93
